City,Tags,State,Old_age,Young_age,link 1,Avg Expense Per Day,historical & heritage,city,pilgrimage,hill station,beach,lake & backwater,adventure / trekking,wildlife,waterfall,nature & scenic,keys,description
Kalpetta,Nature & Scenic,Kerala,1,1,https://www.holidify.com/places/kalpetta,3603,0,0,0,0,0,0,0,0,0,1,kalpetta,"  Kalpetta is a quaint town with a backdrop of majestic hills lurking in the shadows, lush green surroundings, fresh air and picturesque beauty. Housed in the Wayanad District of Kerala, at a height of 780 m above the sea level, Kalpetta is a perfect place for nature lovers as well as honeymooners. Encompassed with a mild fragrance of coffee and rustic lanes, the town is blessed with beautiful nature with scenic landscapes. It is also one of the major trading centres in Wayanad. Dotted ith ancient temples, Kalpetta has a stronghold on Jain communities with over 500 settlements in and around the region. Blessed with all the necessary elements of beauty, nature and charming romanticism, this sleepy town is a must on your Kerala itinerary."
Muthanga Wildlife Sanctuary,Wildlife,Kerala,0,1,https://www.holidify.com/places/muthanga-wildlife-sanctuary/,2822,0,0,0,0,0,0,0,1,0,0,muthanga-wildlife-sanctuary,"  Known to be the second largest wildlife sanctuary in Wayanad, the area is home to a large variety of wild animals. This sanctuary is a part of the Nilgiri Bioreserve along with Nagarhole and Bandipur area of Karnataka. Promising an endearing view with plenty of experiences, the sanctuary has been declared a Project Elephant site. You can spot these animals roaming around freely if you drive along the road. Being a dense forest situated amidst the hills of western ghats, the kind of animals you can spot here would include Indian Bison, tigers, elephants, and deer, Panthers, jungle cats, civet cats, monkey, wild dogs and bears. With the natural landscape and the wildlife it harbous, the sanctuary attracts photographers and wildlife enthusiats.  "
Kannur,Historical & Heritage | Nature & Scenic | Beach,Kerala,1,1,https://www.holidify.com/places/kannur,1932,1,0,0,0,1,0,0,0,0,1,kannur,"  Located on the Malabar Coast of Kerala, Kannur (fondly known as Cannanore), is a beautiful city bundled with a plethora of sightseeing options like beaches, monuments, ancient temples and picnic spots. Steeped in the distinctive local art forms like Theyyam, Kannur still has an aura of the bygone colonial era. The deep footprints of the Dutch, the Portuguese, the British and the Mysore Sultanate are still imbibed into the town and can be witnessed all around. The town blessed with exceptional art of weaving that has earned it the title of the land of loons and huge cashew trees perhaps rooted by Portuguese. Take an evening stroll near the lighthouse beach or explore the Portuguese history at St. Angelo's Fort while you are in Kannur."
Sanchi,Historical & Heritage | Pilgrimage,Madhya Pradesh,1,1,https://www.holidify.com/places/sanchi,2410,1,0,1,0,0,0,0,0,0,0,sanchi,"  Located in Madhya Pradesh, the Buddhist monuments of Sanchi are one of the oldest stone structures in India. Designated a World Heritage site by UNESCO, the Great Stupa was installed in the 3rd century BC by Emperor Ashoka of the Mauryan dynasty. The sculptures and monuments present at the site are a fine example of the development of Buddhist art and architecture in Madhya Pradesh. The stupa sits atop a hill in Sanchi, 46 km from the city of Bhopal. This large hemispherical dome, more than 50 ft high with a diameter of more than 30m was constructed to honour Lord Buddha and houses many important Buddhist relics. It is meant to serve as a sacred burial mound for the distributed remains of Lord Buddha. Sanchi is known for its ancient Stupas, monasteries, the Ashoka Pillar, Toranas or ornate gateways with intricate carvings and other remnants of the rich Buddhist culture which date back to the 3rd century B. C. It is one of the most important places for Buddhist pilgrimage and pilgrims from around the world visit this place."
Ujjain,Historical & Heritage | Pilgrimage,Madhya Pradesh,1,1,https://www.holidify.com/places/ujjain,1274,1,0,1,0,0,0,0,0,0,0,ujjain,"  Ujjain, considered to be one of the holiest cities of India, is an ancient city situated on the eastern bank of the Shipra River in the Malwa region of Madhya Pradesh. Ujjain is one of the four sites for the Kumbh Mela, the largest peace-time gathering on the planet that attracts 100 million people to the festival. This makes Ujjain an important place of Hindu Pilgrimage. To add to that, it is also home to the Mahakaleshwar Jyotirlinga, one of the twelve Jyotirlinga shrines to the god Shiva. Ujjain is one of the most glorious cities of ancient India as it was also known to be the educational hub of various Indian scholars. The immense wealth of Ujjain in terms of religion, architecture, and educational value makes this is a top attraction amongst not only Indian travellers but also amongst foreign tourists as well. Ujjain is located at a distance of 52 km from Indore, which is also the nearest major airport."
Amaravathi,Pilgrimage | Nature & Scenic | City,Andhra Pradesh,1,1,https://www.holidify.com/places/amaravathi,3843,0,1,1,0,0,0,0,0,0,1,amaravathi,"  Known as the Capital of Andhra Pradesh, Amaravathi is a planned city on the banks of the River Krishna. Amaravathi is renowned for being a site of a Buddhist Stupa that is a semi-hemispherical structure containing Buddhist relics and often called the Abode of God.  Located 32 kilometres north of Guntur District, Amaravati is a prime hub of pilgrimage and sightseeing. The original structure was established during the reign of Emperor Ashoka which is now a meditation site in the city. Being built on a 217km riverfront, the city is designed to have 51% of green spaces. Its foundation stone was laid on 22 October 2015 by prime Minister Narendra Modi. After the separation into two states in the year 2014, Hyderabad was declared the capital city of the then newly formed state Telangana. It led to Amaravathi being chosen as the Capital of Andhra Pradesh. The word Amaravathi in itself was derived from the ancient capital of Satavahana dynasty. Pilgrims visit this town almost throughout the year owing to the number of temples and shrines that adorn the little town in different parts. "
Araku Valley,Hill Station,Andhra Pradesh,0,1,https://www.holidify.com/places/araku-valley,4960,0,0,0,1,0,0,0,0,0,0,araku-valley,"  Araku Valley is a comparatively unexplored hill station mostly visited by locals as a weekend getaway and is situated some 120 kilometres away from Vishakhapatnam. If you're a tourist looking for exclusivity and tranquillity, Vistadome train leaves Vishakhapatnam at 6.50 AM, making way through 58 tunnels and passing over 84 bridges making way through the breathtaking landscape to reach Araku in approximately in 5 hours, go, catch that! Located in the gentle hills of Eastern Ghats, Araku Valley is also home to a number of tribes as well. This valley is also home to a few tribal caves and the Museum of Tribal Arts, which are an experience in their own right. This destination is quite famous for its exquisite coffee, whose subtle aroma will have you craving for a cuppa. In addition to being a beautiful vista point, you can also try your hand at a number of adventure sports here, which include trekking and swimming as well. If a holiday to the hills is your call but you think you've seen it all, maybe you should to wait till you visit this one."
Ananthagiri Hills,Historical & Heritage | Nature & Scenic | Hill Station,Andhra Pradesh,0,1,https://www.holidify.com/places/ananthagiri-hills,2456,1,0,0,1,0,0,0,0,0,1,ananthagiri-hills,"  Set amid the Eastern Ghats, Ananthagiri Hills is a beautiful retreat 90km away from Hyderabad city. One of the earliest human habitat areas, Ananthagiri is a hill town of ancient caves, temples, medieval fort palaces that showcases the history of the area. The place offers some of the best trekking trails and thus serves as a trekker's paradise. Breathtakingly gorgeous and absolutely scintillating, the town oozes out charm mixed with the whiff of coffee aroma and beauty of exotic flora. With romanticism in every aspect of the region, it is a perfect place for honeymooners as well as family vacationers."
Vijayawada,Historical & Heritage | Nature & Scenic | Pilgrimage | City,Andhra Pradesh,1,1,https://www.holidify.com/places/vijayawada,2233,1,1,1,0,0,0,0,0,0,1,vijayawada,"  Nestled on the banks of River Krishna in the state of Andhra Pradesh, Vijayawada is the second-largest populated city in the state. Known as the ‘commercial, political and media capital of Andhra Pradesh’, the city is one of the most rapidly growing urban cities in India. Covered by hills and canals, Vijayawada is also home to numerous caves and rock-cut temples carved out of these caves. Vijayawada is an amalgamation of the old world and the new; the air echoes with the clanking of temple bells mixed with the cacophony of traffic, the ancient monuments stand in perfect harmony with the modern architecture of the metro city. Among the most popular places to visit in Vijayawada are Bhavani Island, Victoria Museum, Hazratbal Mosque, Rajiv Gandhi Park, and Kolleru Lake etc., in addition to the host of temples and several caves. Other than this, the city is mostly a base to explore the nearby attractions like the Undavalli Caves, Kondapalli Fort, and Mangalagiri Hill etc. "
Gandikota,Historical & Heritage | Nature & Scenic,Andhra Pradesh,1,1,https://www.holidify.com/places/gandikota,2478,1,0,0,0,0,0,0,0,0,1,gandikota,"  Endearingly known as the ‘Grand Canyon of India’, Gandikota is a twee village in Kadapa district of Andhra Pradesh. Flanked by River Pennar on the right side, the village is popular for the spectacular gorges formed by the river cutting through Erramala Hills. The narrow valleys with streams running between them and the steep rocky walls to give them company remind one of the renowned Grand Canyon in Arizona. It requires a walk of almost a kilometre from the main gate to reach the boulder from where you can observe the mesmerising view from the viewpoint near the fort. Located 1.5 hours away from Belum Caves, the highlight of the village of Gandikota are the ruins of Gandikota Fort which was built in the 13th Century. The sturdy fort is flanked by the Pennar gorges on both sides and is protected by a majestic 5-mile wall. Built in red sandstone, the fort boasts of beautiful, intricate carvings in the interior. It also offers sweeping views of the hills and valleys below. In addition to a granary, jail and ruins of some temples, there are several structures within the fort that you can visit. Source"
